field,leaf,mite_per,mine_per,original_area,area_after_herb,area_consumed,per_area_consumed,leaf_mass,SLA,tot_per_herb,tot_area_consumed,mass_consumed
3,97,30,0,6.181,6.181,0,0,0.0628,98.424,30,1.8543,0.01884
3,98,5,0,5.568,5.568,0,0,0.0494,112.713,5,0.2784,0.00247
3,99,2,0,8.054,6.499,1.555,19.307,0.0651,99.831,21.307,1.71606578,0.017189703
3,100,20,0,7.963,6.573,1.39,17.456,0.0559,117.585,37.456,2.98262128,0.025365667
5.1,1,0,0,13.221,12.075,1.146,8.668,0.0629,191.971,8.668,1.14599628,0.00596962
5.1,2,0,0,17.441,16.918,0.523,2.999,0.0771,219.429,2.999,0.52305559,0.002383709
5.1,3,0,0,12.475,12.276,0.199,1.595,0.0578,212.388,1.595,0.19897625,9.37E-04
5.1,4,0,0,14.283,14.283,0,0,0.0793,180.113,0,0,0
5.1,5,0,2,12.791,11.963,0.828,6.473,0.077,155.364,8.473,1.08378143,0.006975773
5.1,6,0,0,11.483,11.328,0.155,1.35,0.0527,214.953,1.35,0.1550205,7.21E-04
5.1,7,0,0,16.753,11.988,4.765,28.443,0.0559,214.454,28.443,4.76505579,0.022219438
5.1,8,0,0,22.491,21.537,0.954,4.242,0.1261,170.793,4.242,0.95406822,0.005586108
5.1,9,0,0,14.949,14.355,0.594,3.672,0.0721,199.098,3.672,0.54892728,0.002757064
5.1,10,0,0,14.517,14.213,0.304,2.094,0.0592,240.84,2.094,0.30398598,0.001266163
5.1,11,0,0,17.817,13.083,4.734,26.57,0.053,246.849,26.57,4.7339769,0.019177618
5.1,12,0,0,17.078,17.078,0,0,0.0721,236.865,0,0,0
5.1,13,0,0,14.323,13.646,0.677,4.727,0.071,192.197,4.727,0.67704821,0.003522675
5.1,14,0,0,14.17,13.998,0.172,1.214,0.0539,259.703,1.214,0.1720238,6.62E-04
5.1,15,0,0,19.956,19.703,0.253,1.268,0.0999,197.227,1.268,0.25304208,0.001282998
5.1,16,0,0,20.879,20.579,0.3,1.437,0.1031,199.602,1.437,0.30003123,0.001503145
5.1,17,0,0,13.103,13.097,0.006,0.046,0.0576,227.378,0.046,0.00602738,2.65E-05
5.1,18,0,0,12.657,10.768,1.889,14.925,0.0645,166.946,14.925,1.88905725,0.011315397
5.1,19,2,0,21.742,21.504,0.238,1.095,0.0911,236.048,3.095,0.6729149,0.002850751
5.1,20,0,5,13.477,13.405,0.072,0.534,0.0645,207.829,5.534,0.74581718,0.003588602
5.1,21,0,0,13.454,12.977,0.477,3.545,0.0742,174.892,3.545,0.4769443,0.002727076
5.1,22,2,0,9.526,9.521,0.005,0.052,0.0344,276.773,2.052,0.19547352,7.06E-04
5.1,23,0,0,10.844,8.689,2.155,19.873,0.0495,175.535,19.873,2.15502812,0.012276889
5.1,24,0,0,11.779,6.898,4.881,41.438,0.0441,158.481,41.438,4.88098202,0.031204887
5.1,25,1,0,18.618,18.571,0.047,0.252,0.0866,214.446,1.252,0.23309736,0.001086976
5.1,26,0,0,13.807,13.511,0.296,2.144,0.0572,236.206,2.144,0.29602208,0.001253235
5.1,27,0,8,11.859,11.859,0,0,0.0603,196.667,8,0.94872,0.004824
5.1,28,0,0,11.499,11.499,0,0,0.0516,222.849,0,0,0
5.1,29,0,0,15.18,15.18,0,0,0.0765,198.431,0,0,0
5.1,30,0,0,15.156,10.151,5.005,33.023,0.0586,173.225,33.023,5.00496588,0.028892818
5.1,31,0,7,20.852,20.467,0.385,1.846,0.0969,211.218,8.846,1.84456792,0.008733016
5.1,32,0,0,23.476,22.332,1.144,4.873,0.0875,255.223,4.873,1.14398548,0.0044823
5.1,33,0,0,15.147,15.04,0.107,0.706,0.0656,229.268,0.706,0.10693782,4.66E-04
5.1,34,0,0,12.874,12.056,0.818,6.354,0.0523,230.516,6.354,0.81801396,0.003548617
5.1,35,0,25,14.175,14.175,0,0,0.065,218.077,25,3.54375,0.01625
5.1,36,0,0,14.031,11.82,2.211,15.758,0.0582,203.093,15.758,2.21100498,0.010886674
5.1,37,0,0,22.126,22.126,0,0,0.1244,177.862,0,0,0
5.1,38,0,0,14.415,13.194,1.221,8.47,0.0639,206.479,8.47,1.2209505,0.005913198
5.1,39,0,0,9.829,9.829,0,0,0.0396,248.207,0,0,0
5.1,40,0,0,13.342,13.337,0.005,0.037,0.0564,236.472,0.037,0.00493654,2.09E-05
5.1,41,5,0,12.579,12.579,0,0,0.0574,219.146,5,0.62895,0.00287
5.1,42,0,0,15.336,11.646,3.69,24.061,0.0657,177.26,24.061,3.68999496,0.020816819
5.1,43,0,0,20.474,20.201,0.273,1.333,0.1298,155.632,1.333,0.27291842,0.001753617
5.1,44,0,0,12.457,11.889,0.568,4.56,0.056,221.304,4.56,0.5680392,0.002675599
5.1,45,0,2,23.171,22.594,0.577,2.49,0.1544,146.334,4.49,1.0403779,0.007109602
5.2,1,0,20,8.998,9.007,0,0,0.0525,171.562,20,1.7996,0.010489508
5.2,2,0,0,12.081,12.089,0,0,0.0595,203.176,0,0,0
5.2,3,0,0,8.848,8.856,0,0,0.0542,163.395,0,0,0
5.2,4,0,0,11.282,11.292,0,0,0.0574,196.725,0,0,0
5.2,5,0,0,8.532,8.541,0,0,0.0492,173.598,0,0,0
5.2,6,2,0,7.873,7.881,0,0,0.0497,158.571,2,0.15746,9.93E-04
5.2,7,0,0,8.802,8.517,0.285,3.238,0.0539,158.015,3.238,0.28500876,0.001803683
5.2,8,0,0,11.759,11.038,0.721,6.131,0.0726,152.039,6.131,0.72094429,0.004741851
5.2,9,1,0,10.151,10.162,0,0,0.0512,198.477,1,0.10151,5.11E-04
5.2,10,0,0,11.352,10.129,1.223,10.773,0.0521,194.415,10.773,1.22295096,0.006290428
5.2,11,0,0,9.582,9.593,0,0,0.0584,164.264,0,0,0
5.2,12,0,0,7.487,7.051,0.436,5.823,0.0414,170.314,5.823,0.43596801,0.002559789
5.2,13,4,0,9.905,8.798,1.107,11.176,0.0508,173.189,15.176,1.5031828,0.008679437
5.2,14,0,0,5.625,2.926,2.699,47.982,0.02,146.3,47.982,2.6989875,0.018448308
5.2,15,2,0,11.833,11.831,0.002,0.07,0.0584,202.586,2.07,0.2449431,0.001209084
5.2,16,4,0,12.042,11.722,0.32,2.657,0.0595,197.008,6.657,0.80163594,0.004069044
5.2,17,0,0,9.379,9.251,0.128,1.365,0.0491,188.411,1.365,0.12802335,6.79E-04
5.2,18,0,0,10.519,10.519,0,0,0.0592,177.686,0,0,0
5.2,19,1,0,7.775,7.775,0,0,0.0499,155.812,1,0.07775,4.99E-04
5.2,20,0,0,8.575,8.575,0,0,0.0571,150.175,0,0,0
5.2,21,3,4,9.152,9.152,0,0,0.0543,168.545,7,0.64064,0.003801
5.2,22,0,0,15.267,15.267,0,0,0.0745,204.926,0,0,0
5.2,23,1,0,10.501,9.46,1.041,9.913,0.0506,186.957,10.913,1.14597413,0.006129629
5.2,24,1,0,12.023,12.023,0,0,0.0593,202.749,1,0.12023,5.93E-04
5.2,25,0,0,10.259,8.506,1.753,17.087,0.0411,206.959,17.087,1.75295533,0.008470076
5.2,26,0,0,14.828,14.706,0.122,0.823,0.0904,162.677,0.823,0.12203444,7.50E-04
5.2,27,5,0,11.863,11.556,0.307,2.588,0.0774,149.302,7.588,0.90016444,0.006029139
5.2,28,0,0,9.71,9.209,0.501,5.16,0.0741,124.278,5.16,0.501036,0.004031574
5.2,29,0,0,9.441,9.441,0,0,0.0713,132.412,0,0,0
5.2,30,1,2,13.03,13.024,0.006,0.046,0.0951,136.951,3.046,0.3968938,0.00289808
5.2,31,0,0,13.19,10.912,2.278,17.271,0.084,129.905,17.271,2.2780449,0.017536269
5.2,32,1,0,17.629,15.63,1.999,11.339,0.0962,162.474,12.339,2.17524231,0.013388248
5.2,33,3,0,15.557,15.556,0.001,0.006,0.1028,151.323,3.006,0.46764342,0.003090367
5.2,34,13,0,18.747,18.652,0.095,0.507,0.1265,147.445,13.507,2.53215729,0.017173381
5.2,35,1,0,20.923,20.792,0.131,0.626,0.1358,153.108,1.626,0.34020798,0.00222202
5.2,36,5,0,15.944,15.944,0,0,0.1293,123.31,5,0.7972,0.006465
5.2,37,1,0,18.605,14.909,3.696,19.866,0.1044,142.807,20.866,3.8821193,0.027184469
5.2,38,0,3,17.611,17.611,0,0,0.1243,141.681,3,0.52833,0.003729
5.2,39,0,0,12.276,12.277,0,0,0.0764,160.694,0,0,0
5.2,40,0,0,8.772,7.283,1.489,16.974,0.0483,150.787,16.974,1.48895928,0.009874603
5.2,41,0,0,12.759,12.759,0,0,0.085,150.106,0,0,0
5.2,42,0,0,10.757,10.682,0.075,0.697,0.0718,148.774,0.697,0.07497629,5.04E-04
5.2,43,0,3,11.009,11.009,0,0,0.0814,135.246,3,0.33027,0.002442
5.2,44,1,0,13.879,13.355,0.524,3.775,0.0844,158.235,4.775,0.66272225,0.004188226
5.2,45,0,5,12.902,12.903,0,0,0.0866,148.995,5,0.6451,0.004329664
5.2,46,4,0,12.231,11.522,0.709,5.797,0.083,138.819,9.797,1.19827107,0.008631878
5.2,47,0,0,9.839,9.667,0.172,1.748,0.0705,137.121,1.748,0.17198572,0.001254266
5.2,48,0,0,8.185,6.653,1.532,18.717,0.0583,114.117,18.717,1.53198645,0.013424742
5.2,49,2,0,13.827,13.726,0.101,0.73,0.1068,128.521,2.73,0.3774771,0.002937094
5.2,50,0,0,10.387,10.37,0.017,0.164,0.0779,133.338,0.164,0.01703468,1.28E-04
5.2,51,0,4,10.636,10.316,0.32,3.009,0.0731,141.122,7.009,0.74547724,0.005282511
6,1,0,2,10.497,5.064,5.433,51.758,0.0485,104.412,53.758,5.64297726,0.054045102
6,2,3,0,5.468,5.468,0,0,0.0612,89.346,3,0.16404,0.001836
6,3,12,0,12.149,12.149,0,0,0.1045,116.258,12,1.45788,0.01254
6,4,16,1,7.757,7.757,0,0,0.0821,94.482,17,1.31869,0.013957
6,5,2,7,5.759,5.759,0,0,0.0509,113.143,9,0.51831,0.004581
6,6,8,0,9.431,9.431,0,0,0.081,116.432,8,0.75448,0.00648
6,7,0,2,6.994,6.578,0.416,5.948,0.0624,105.417,7.948,0.55588312,0.0052732
6,8,0,0,7.496,7.496,0,0,0.0728,109.368,0,0,0
6,9,4,4,6.532,6.44,0.092,1.408,0.0612,105.229,9.408,0.61453056,0.005839949
6,10,0,0,8.184,7.962,0.222,2.713,0.0662,120.272,2.713,0.22203192,0.001846083
6,11,20,15,7.277,6.794,0.483,6.637,0.0644,105.497,41.637,3.02992449,0.028720509
6,12,12,0,8.793,8.793,0,0,0.0824,106.711,12,1.05516,0.009888
6,13,3,0,6.282,6.282,0,0,0.0454,138.37,3,0.18846,0.001362
6,14,2,0,3.676,3.676,0,0,0.0355,103.549,2,0.07352,7.10E-04
6,15,0,0,3.376,3.376,0,0,0.0311,108.553,0,0,0
6,16,2,15,6.06,3.257,2.803,46.254,0.032,101.781,63.254,3.8331924,0.037661086
6,17,0,0,5.364,4.847,0.517,9.638,0.0442,109.661,9.638,0.51698232,0.004714384
6,18,0,0,5.212,5.212,0,0,0.048,108.583,0,0,0
6,19,6,4,5.181,5.168,0.013,0.251,0.0477,108.344,10.251,0.53110431,0.004902027
6,20,6,0,3.817,3.73,0.087,2.279,0.0328,113.72,8.279,0.31600943,0.00277885
6,21,5,0,5.246,5.198,0.048,0.915,0.0477,108.973,5.915,0.3103009,0.002847509
6,22,0,0,6.356,6.361,0,0,0.0582,109.296,0,0,0
6,23,0,0,5.121,5.126,0,0,0.049,104.612,0,0,0
6,24,0,0,6.809,6.815,0,0,0.0631,108.003,0,0,0
6,25,1,0,7.822,7.827,0,0,0.0621,126.039,1,0.07822,6.21E-04
6,26,0,0,7.609,7.556,0.053,0.697,0.0693,109.033,0.697,0.05303473,4.86E-04
6,27,8,0,7.865,7.861,0.004,0.051,0.0636,123.601,8.051,0.63321115,0.005123041
6,28,0,0,5.546,5.552,0,0,0.0514,108.016,0,0,0
6,29,7,4,8.154,7.763,0.391,4.795,0.0708,109.647,15.795,1.2879243,0.011746109
6,30,0,3,8.616,7.954,0.662,7.683,0.0721,110.319,10.683,0.92044728,0.008343506
6,31,0,0,7.368,7.302,0.066,0.896,0.0741,98.543,0.896,0.06601728,6.70E-04
6,32,0,0,5.071,5.072,0,0,0.0502,101.036,0,0,0
6,33,0,1,4.648,4.64,0.008,0.172,0.0481,96.466,1.172,0.05447456,5.65E-04
6,34,4,15,11.55,11.559,0,0,0.0966,119.658,19,2.1945,0.018339709
6,35,4,0,6.679,4.008,2.671,39.991,0.0444,90.27,43.991,2.93815889,0.032548467
6,36,0,0,6.769,6.775,0,0,0.0561,120.766,0,0,0
6,37,1,0,10.706,10.712,0,0,0.088,121.727,1,0.10706,8.80E-04
6,38,0,0,6.841,6.847,0,0,0.0746,91.783,0,0,0
6,39,4,1,4.757,4.757,0,0,0.0502,94.761,5,0.23785,0.00251
6,40,2,0,5.772,5.762,0.01,0.173,0.059,97.661,2.173,0.12542556,0.001284295
6,41,0,0,7.804,7.769,0.035,0.448,0.0777,99.987,0.448,0.03496192,3.50E-04
6,42,1,0,7.664,7.664,0,0,0.0717,106.89,1,0.07664,7.17E-04
6,43,0,0,5.268,5.268,0,0,0.0445,118.382,0,0,0
6,44,0,3,6.158,4.086,2.072,33.647,0.0373,109.544,36.647,2.25672226,0.020601013
6,45,0,0,8.138,8.073,0.065,0.799,0.0748,107.928,0.799,0.06502262,6.02E-04
6,46,1,0,6.43,6.43,0,0,0.0457,140.7,1,0.0643,4.57E-04
6,47,0,0,2.675,2.675,0,0,0.02,133.75,0,0,0
6,48,1,0,5.453,5.422,0.031,0.5685,0.0482,112.49,1.5685,0.085530305,7.60E-04
6,49,1,2,5.267,5.267,0,0,0.0368,143.125,3,0.15801,0.001104
6,50,0,0,9.712,9.712,0,0,0.0853,107.526,0,0,0
6,51,7,0,6.782,6.782,0,0,0.0747,90.79,7,0.47474,0.005229
6,52,3,0,6.582,6.529,0.053,0.805,0.0645,101.225,3.805,0.2504451,0.002474147
6,53,2,0,10.492,10.492,0,0,0.0961,109.178,2,0.20984,0.001922
6,54,0,0,9.096,9.096,0,0,0.0726,137.19,0,0,0
6,55,6,2,5.512,5.301,0.211,3.828,0.0495,107.091,11.828,0.65195936,0.006087906
6,56,0,0,8.55,7.567,0.983,11.497,0.0669,113.109,11.497,0.9829935,0.008690665
6,57,0,0,5.336,5.336,0,0,0.0471,113.291,0,0,0
6,58,0,0,7.252,7.131,0.121,1.669,0.0664,107.395,1.669,0.12103588,0.00112702
6,59,0,0,3.082,3.082,0,0,0.0217,142.028,0,0,0
6,60,4,0,7.235,6.943,0.292,4.036,0.0599,115.91,8.036,0.5814046,0.005016007
6,61,0,0,16.065,14.635,1.43,8.901,0.0718,203.83,8.901,1.42994565,0.007015381
6,62,0,0,7.544,7.544,0,0,0.0632,119.367,0,0,0
6,63,1,0,6.726,6.66,0.066,0.981,0.056,118.929,1.981,0.13324206,0.001120354
6,64,0,0,7.14,7.14,0,0,0.079,90.38,0,0,0
6,65,2,0,7.038,6.841,0.197,2.799,0.0692,98.858,4.799,0.33775362,0.00341654
6,66,1,1,4.473,4.473,0,0,0.0498,89.819,2,0.08946,9.96E-04
6,67,2,0,6.794,6.716,0.078,1.148,0.0664,101.145,3.148,0.21387512,0.002114549
6,68,0,0,4.984,4.939,0.045,0.903,0.0465,106.215,0.903,0.04500552,4.24E-04
6,69,0,1,11.667,11.667,0,0,0.0875,133.337,1,0.11667,8.75E-04
6,70,2,0,5.716,5.716,0,0,0.0408,140.098,2,0.11432,8.16E-04
6,71,3,2,7.728,7.728,0,0,0.0772,100.104,5,0.3864,0.00386
6,72,4,0,8.414,8.083,0.331,3.934,0.0851,94.982,7.934,0.66756676,0.007028323
6,73,3,0,5.314,5.314,0,0,0.0473,112.347,3,0.15942,0.001419
6,74,0,1,9.605,9.381,0.224,2.332,0.0707,132.687,3.332,0.3200386,0.002411974
6,75,20,3,9.613,9.613,0,0,0.0736,130.611,23,2.21099,0.016928
6,76,3,0,14.914,14.881,0.033,0.221,0.1032,144.196,3.221,0.48037994,0.003331443
6,77,0,0,6.986,6.986,0,0,0.0583,119.828,0,0,0
6,78,0,2,8.859,7.679,1.18,13.32,0.0576,133.316,15.32,1.3571988,0.010180317
6,79,5,0,8.854,8.844,0.01,0.113,0.0963,91.838,5.113,0.45270502,0.004929386
6,80,0,0,4.03,4.03,0,0,0.0291,138.489,0,0,0
6,81,0,0,2.864,2.864,0,0,0.0219,130.776,0,0,0
6,82,2,0,10.839,10.839,0,0,0.0818,132.506,2,0.21678,0.001636
6,83,0,0,8.501,8.374,0.127,1.494,0.092,91.022,1.494,0.12700494,0.001395325
6,84,1,0,5.039,4.892,0.147,2.917,0.0495,98.828,3.917,0.19737763,0.001997178
6,85,5,1,7.75,7.75,0,0,0.0843,91.934,6,0.465,0.005058
6,86,0,2,5.272,5.272,0,0,0.0381,138.373,2,0.10544,7.62E-04
6,87,0,0,8.628,8.572,0.056,0.649,0.0793,108.096,0.649,0.05599572,5.18E-04
6,88,2,0,5.096,4.997,0.099,1.943,0.037,135.054,3.943,0.20093528,0.001487814
6,89,10,0,6.751,6.648,0.103,1.526,0.0579,114.819,11.526,0.77812026,0.00677695
6,90,1,0,6.908,6.695,0.213,3.083,0.0664,100.828,4.083,0.28205364,0.002797365
6,91,35,0,6.672,6.672,0,0,0.0571,116.848,35,2.3352,0.019985
6,92,2,0,13.706,10.6,3.106,22.662,0.0885,119.774,24.662,3.38017372,0.028221262
6,93,0,0,7.241,7.229,0.012,0.166,0.072,100.403,0.166,0.01202006,1.20E-04
6,94,3,0,4.812,4.587,0.225,4.676,0.0467,98.223,7.676,0.36936912,0.003760527
6,95,0,0,5.223,5.133,0.09,1.723,0.0587,87.445,1.723,0.08999229,0.001029135
6,96,3,0,8.203,8.156,0.047,0.573,0.0764,106.754,3.573,0.29309319,0.002745503
6,97,0,0,5.189,5.189,0,0,0.0426,121.808,0,0,0
6,98,0,0,7.168,7.168,0,0,0.0793,90.391,0,0,0
6,99,1,0,5.137,5.137,0,0,0.0424,121.156,1,0.05137,4.24E-04
6,100,2,0,8.29,8.054,0.236,2.847,0.0848,94.976,4.847,0.4018163,0.004230696
6,101,0,10,7.564,5.181,2.383,31.504,0.0485,106.825,41.504,3.13936256,0.029387972
7,1,0,2,7.648,7.532,0.116,1.518,0.0492,153.089,3.518,0.26905664,0.001757513
7,2,3,0,6.97,6.97,0,0,0.0396,176.01,3,0.2091,0.001188
7,3,0,0,7.813,7.513,0.3,3.84,0.0387,194.134,3.84,0.3000192,0.00154542
7,4,0,0,5.197,5.197,0,0,0.0299,173.813,0,0,0
7,5,0,0,7.435,7.039,0.396,5.326,0.0478,147.259,5.326,0.3959881,0.002689051
7,6,0,0,4.911,4.764,0.147,2.993,0.0297,160.404,2.993,0.14698623,9.16E-04
7,7,0,0,4.367,4.361,0.006,0.137,0.0233,187.167,0.137,0.00598279,3.20E-05
7,8,0,0,4.609,4.603,0.006,0.13,0.0434,106.06,0.13,0.0059917,5.65E-05
7,9,0,0,8.1,8.1,0,0,0.0551,147.005,0,0,0
7,10,0,0,8.067,8.043,0.024,0.298,0.0399,201.579,0.298,0.02403966,1.19E-04
7,11,0,0,7.223,7.121,0.102,1.412,0.0418,170.359,1.412,0.10198876,5.99E-04
7,12,1,0,6.268,6.268,0,0,0.0338,185.444,1,0.06268,3.38E-04
7,13,0,0,3.737,3.737,0,0,0.0258,144.845,0,0,0
7,14,0,0,6.034,6.03,0.004,0.066,0.0314,192.038,0.066,0.00398244,2.07E-05
7,15,0,6,4.51,4.51,0,0,0.0274,164.599,6,0.2706,0.001644
7,16,0,0,5.504,5.504,0,0,0.0301,182.857,0,0,0
7,17,0,1,4.199,4.146,0.053,1.262,0.0274,151.314,2.262,0.09498138,6.28E-04
7,18,0,0,4.356,4.356,0,0,0.0287,151.777,0,0,0
7,19,0,2,2.616,2.42,0.196,7.492,0.017,142.353,9.492,0.24831072,0.001744332
7,20,0,0,4.739,4.699,0.04,0.844,0.0312,150.609,0.844,0.03999716,2.66E-04
7,21,0,10,3.558,3.518,0.04,1.124,0.0231,152.294,11.124,0.39579192,0.002598861
7,22,0,0,4.56,4.549,0.011,0.241,0.0317,143.502,0.241,0.0109896,7.66E-05
7,23,0,0,3.874,3.874,0,0,0.0269,144.015,0,0,0
7,24,0,1,6.32,6.32,0,0,0.0345,183.188,1,0.0632,3.45E-04
7,25,0,1,5.855,5.855,0,0,0.031,188.871,1,0.05855,3.10E-04
7,26,0,9,7.47,7.469,0.001,0.013,0.0323,231.238,9.013,0.6732711,0.002911589
7,27,0,2,8.826,8.826,0,0,0.0568,155.387,2,0.17652,0.001136
7,28,0,2,3.288,3.277,0.011,0.335,0.0216,151.713,2.335,0.0767748,5.06E-04
7,29,0,0,4.99,4.99,0,0,0.0286,174.476,0,0,0
7,30,0,0,4.792,4.792,0,0,0.0279,171.756,0,0,0
7,31,0,1,8.247,8.115,0.132,1.601,0.0457,177.571,2.601,0.21450447,0.001207992
7,32,0,10,3.498,3.473,0.025,0.715,0.0264,131.553,10.715,0.3748107,0.002849123
7,33,0,0,5.761,5.742,0.019,0.33,0.0295,195.306,0.33,0.0190113,9.77E-05
7,34,0,0,4.562,4.562,0,0,0.0297,153.603,0,0,0
7,35,0,1,2.68,2.469,0.211,7.873,0.0176,140.284,8.873,0.2377964,0.001695106
7,36,0,0,3.74,3.74,0,0,0.0264,141.667,0,0,0
7,37,0,0,3.414,3.401,0.013,0.381,0.0179,190,0.381,0.01300734,6.85E-05
7,38,0,0,3.698,3.648,0.05,1.352,0.0257,141.946,1.352,0.04999696,3.52E-04
7,39,0,0,2.724,2.634,0.09,3.304,0.0185,142.378,3.304,0.09000096,6.32E-04
7,40,45,0,4.232,4.207,0.025,0.591,0.0227,185.33,45.591,1.92941112,0.010410657
7,41,0,0,5.306,5.292,0.014,0.264,0.0428,123.645,0.264,0.01400784,1.13E-04
7,42,0,2,4.797,4.787,0.01,0.208,0.0328,145.945,2.208,0.10591776,7.26E-04
7,43,0,0,3.625,3.625,0,0,0.0235,154.255,0,0,0
7,44,0,0,6.798,6.729,0.069,1.015,0.0423,159.078,1.015,0.0689997,4.34E-04
7,45,3,0,5.398,5.398,0,0,0.0323,167.121,3,0.16194,9.69E-04
7,46,0,0,4.873,4.676,0.197,4.043,0.0315,148.444,4.043,0.19701539,0.001327199
7,47,0,0,3.991,3.991,0,0,0.0314,127.102,0,0,0
7,48,0,0,5.859,5.859,0,0,0.0371,157.925,0,0,0
7,49,0,0,2.472,2.447,0.025,1.011,0.0153,159.935,1.011,0.02499192,1.56E-04
7,50,0,0,2.11,1.028,1.082,51.28,0.0087,118.161,51.28,1.082008,0.009157072
7,51,0,0,3.89,3.811,0.079,2.031,0.0217,175.622,2.031,0.0790059,4.50E-04
7,52,0,0,6.225,6.22,0.005,0.08,0.033,188.485,0.08,0.00498,2.64E-05
7,53,0,2,2.989,2.894,0.095,3.178,0.0176,164.432,5.178,0.15477042,9.41E-04
7,54,0,0,2.905,2.878,0.027,0.929,0.0184,156.413,0.929,0.02698745,1.73E-04
7,55,0,0,3.941,3.911,0.03,0.761,0.0241,162.282,0.761,0.02999101,1.85E-04
7,56,0,0,7.083,6.958,0.125,1.765,0.0453,153.598,1.765,0.12501495,8.14E-04
7,57,0,0,4.497,4.497,0,0,0.0221,203.484,0,0,0
7,58,0,0,3.405,3.377,0.028,0.822,0.0273,123.7,0.822,0.0279891,2.26E-04
7,59,1,0,5.246,5.246,0,0,0.0301,174.286,1,0.05246,3.01E-04
7,60,0,0,3.554,3.554,0,0,0.025,142.16,0,0,0
7,61,0,2,7.32,7.277,0.043,0.587,0.0375,194.053,2.587,0.1893684,9.76E-04
7,62,6,0,4.101,4.101,0,0,0.0165,248.545,6,0.24606,9.90E-04
7,63,0,0,5.7,5.644,0.056,0.982,0.0356,158.539,0.982,0.055974,3.53E-04
7,64,0,0,3.661,2.96,0.701,19.148,0.0238,124.37,19.148,0.70100828,0.005636485
7,65,0,0,8.208,8.208,0,0,0.0366,224.262,0,0,0
7,66,0,0,8.039,7.556,0.483,6.008,0.0295,256.136,6.008,0.48298312,0.001885654
7,67,0,2,5.42,5.42,0,0,0.0322,168.323,2,0.1084,6.44E-04
7,68,0,0,4.287,4.063,0.224,5.225,0.0196,207.296,5.225,0.22399575,0.00108056
7,69,0,0,8.174,8.174,0,0,0.0368,222.12,0,0,0
7,70,0,0,8.212,8.211,0.001,0.012,0.0552,148.75,0.012,9.85E-04,6.62E-06
7,71,0,0,6.857,6.817,0.04,0.583,0.0402,169.577,0.583,0.03997631,2.36E-04
7,72,0,0,6.688,6.67,0.018,0.269,0.0416,160.337,0.269,0.01799072,1.12E-04
7,73,0,0,5.288,5.288,0,0,0.0289,182.976,0,0,0
7,74,0,0,6.863,6.863,0,0,0.0356,192.781,0,0,0
7,75,0,0,5.502,5.501,0.001,0.018,0.0278,197.878,0.018,9.90E-04,5.00E-06
7,76,3,0,2.96,2.96,0,0,0.0236,125.424,3,0.0888,7.08E-04
7,77,0,1,1.78,1.749,0.031,1.742,0.0124,141.048,2.742,0.0488076,3.46E-04
7,78,0,0,4.245,4.245,0,0,0.03,141.5,0,0,0
7,79,0,5,4.715,4.614,0.101,2.142,0.027,170.889,7.142,0.3367453,0.001970551
7,80,0,0,4.506,4.506,0,0,0.0261,172.644,0,0,0
7,81,0,0,7.078,7.078,0,0,0.0344,205.756,0,0,0
7,82,0,0,7.406,7.045,0.361,4.874,0.0498,141.466,4.874,0.36096844,0.002551629
7,83,0,4,3.7,3.524,0.176,4.757,0.0212,166.226,8.757,0.324009,0.001949203
7,84,0,2,3.492,3.426,0.066,1.89,0.0228,150.263,3.89,0.1358388,9.04E-04
7,85,0,0,7.405,7.338,0.067,0.908,0.0483,151.925,0.908,0.0672374,4.43E-04
7,86,1,0,8.086,8.086,0,0,0.035,231.029,1,0.08086,3.50E-04
7,87,0,0,3.25,3.24,0.01,0.308,0.0198,163.636,0.308,0.01001,6.12E-05
7,88,0,0,3.868,3.868,0,0,0.0248,155.968,0,0,0
7,89,0,0,3.854,3.771,0.083,2.154,0.0276,136.63,2.154,0.08301516,6.08E-04
7,90,0,0,4.373,4.373,0,0,0.0267,163.783,0,0,0
7,91,0,0,5.191,5.191,0,0,0.032,162.219,0,0,0
7,92,0,2,3.978,3.977,0.001,0.025,0.0212,187.594,2.025,0.0805545,4.29E-04
7,93,0,0,2.862,2.663,0.199,6.953,0.0188,141.649,6.953,0.19899486,0.001404845
7,94,0,0,2.277,2.213,0.064,2.811,0.0144,153.681,2.811,0.06400647,4.16E-04
7,95,10,0,1.662,1.588,0.074,4.452,0.0104,152.692,14.452,0.24019224,0.001573047
7,96,0,0,3.902,3.835,0.067,1.717,0.0269,142.565,1.717,0.06699734,4.70E-04
7,97,0,0,2.722,2.676,0.046,1.69,0.0191,140.105,1.69,0.0460018,3.28E-04
7,98,0,0,4.96,4.922,0.038,0.766,0.0313,157.252,0.766,0.0379936,2.42E-04
7,99,0,0,3.778,3.368,0.41,10.852,0.0208,161.923,10.852,0.40998856,0.002531996
7,100,0,3,3.66,3.602,0.058,1.585,0.0262,137.481,4.585,0.167811,0.001220613
7,101,2,0,3.536,3.505,0.031,0.877,0.0217,161.521,2.877,0.10173072,6.30E-04
7,102,4,0,8.007,7.985,0.022,0.275,0.0364,219.268,4.275,0.34229925,0.001560387
10,1,0,0,10.841,10.78,0.061,0.563,0.0884,121.946,0.563,0.06103483,5.01E-04
10,2,5,1,7.945,7.854,0.091,1.145,0.0569,138.032,7.145,0.56767025,0.00411261
10,3,1,0,5.481,5.471,0.01,0.182,0.0464,117.909,1.182,0.06478542,5.49E-04
